"ALL ",000005534,"BRANCH", 0000000000000.00,"                              ","BRANDWAG                              ",000000,000.00
"0943",020241213,"PAY   ",-0000000067081.73,"ELECTRONIC BANKING PAYMENT TO ","SL604 SL6049 LEKHOO NHU2312:35        ",000509,000.00
"0943",020241213,"PAY   ",-0000000067383.32,"ELECTRONIC BANKING PAYMENT TO ","SA620 SA6206 AC SQU NHU2312:35        ",000509,000.00
"0943",020241213,"PAY   ",-0000000067992.25,"ELECTRONIC BANKING PAYMENT TO ","SK605 SK6057 LEGEND NHU2312:35        ",000509,000.00
"0943",020241213,"PAY   ",-0000000068000.00,"ELECTRONIC BANKING PAYMENT TO ","SB616 SB6167 BRANDA NHU2312:36        ",000509,000.00
"0943",020241213,"PAY   ",-0000000068890.47,"ELECTRONIC BANKING PAYMENT TO ","SN611 SN6118 NKOMO  ZCX8314:21        ",000509,000.00
"0943",020241213,"PAY   ",-0000000071889.38,"ELECTRONIC BANKING PAYMENT TO ","SS625 SS6251 SKYCO  NHU2312:35        ",000509,000.00
"0943",020241213,"PAY   ",-0000000072758.11,"ELECTRONIC BANKING PAYMENT TO ","SS628 SS6281 SONKOM NHU2312:35        ",000509,000.00
"0943",020241213,"PAY   ",-0000000073125.00,"ELECTRONIC BANKING PAYMENT TO ","SK605 SK6057 LEGEND NHU2312:36        ",000509,000.00
"0943",020241213,"PAY   ",-0000000074344.37,"ELECTRONIC BANKING PAYMENT TO ","CB514 CB5149 BADEC  NHU2312:37        ",000509,000.00
"0943",020241213,"PAY   ",-0000000077130.00,"ELECTRONIC BANKING PAYMENT TO ","SR611 SR6117 RIBYE  ZCX8314:21        ",000509,000.00
"0943",020241213,"PAY   ",-0000000077634.36,"ELECTRONIC BANKING PAYMENT TO ","SS628 SS6281 SONKOM NHU2312:35        ",000509,000.00
"0943",020241213,"PAY   ",-0000000077774.58,"ELECTRONIC BANKING PAYMENT TO ","SA621 SA6212 APJ ST ZCX8314:21        ",000509,000.00
"0943",020241213,"PAY   ",-0000000078625.15,"ELECTRONIC BANKING PAYMENT TO ","CK704 CK7042 KIMROA NHU2312:36        ",000509,000.00
"0943",020241213,"PAY   ",-0000000081179.48,"ELECTRONIC BANKING PAYMENT TO ","CN717 CN7172 NOLCOE ZCX8314:22        ",000509,000.00
"0943",020241213,"PAY   ",-0000000081784.27,"ELECTRONIC BANKING PAYMENT TO ","SM624 SM6249 M&M CO NHU2312:36        ",000509,000.00
"0943",020241213,"PAY   ",-0000000083381.17,"ELECTRONIC BANKING PAYMENT TO ","SN610 SN6104 NEW HA NHU2312:35        ",000509,000.00
"0943",020241213,"PAY   ",-0000000083392.02,"ELECTRONIC BANKING PAYMENT TO ","SS628 SS6288 SDK C  NHU2312:35        ",000509,000.00
"0943",020241213,"PAY   ",-0000000083818.21,"ELECTRONIC BANKING PAYMENT TO ","SJ605 SJ6054 JTSS T NHU2312:35        ",000509,000.00
"0943",020241213,"PAY   ",-0000000089655.37,"ELECTRONIC BANKING PAYMENT TO ","CD515 CD5154 DIGIFU NHU2312:36        ",000509,000.00
"0943",020241213,"PAY   ",-0000000090990.43,"ELECTRONIC BANKING PAYMENT TO ","SN611 SN6118 NKOMO  NHU2312:35        ",000509,000.00
"0943",020241213,"PAY   ",-0000000093399.52,"ELECTRONIC BANKING PAYMENT TO ","SM623 SM6234 MICHAE ZCX8314:23        ",000509,000.00
"0943",020241213,"PAY   ",-0000000093523.19,"ELECTRONIC BANKING PAYMENT TO ","SK609 SK6097 KOLBA  ZCX8314:21        ",000509,000.00
"0943",020241213,"PAY   ",-0000000095590.62,"ELECTRONIC BANKING PAYMENT TO ","SD617 SD6176 DUBE & ZCX8314:23        ",000509,000.00
"0943",020241213,"PAY   ",-0000000100200.01,"ELECTRONIC BANKING PAYMENT TO ","CL702 CL7029 LAFARG NHU2312:36        ",000509,000.00
"0943",020241213,"PAY   ",-0000000102978.96,"ELECTRONIC BANKING PAYMENT TO ","CG705 CG7050 GEZE S NHU2312:36        ",000509,000.00
"0943",020241213,"PAY   ",-0000000103296.78,"ELECTRONIC BANKING PAYMENT TO ","SN609 SN6094 NOBLE  ZCX8314:21        ",000509,000.00
"0943",020241213,"PAY   ",-0000000111687.20,"ELECTRONIC BANKING PAYMENT TO ","SC615 SC6151 CGIS R ZCX8314:21        ",000509,000.00
"0943",020241213,"PAY   ",-0000000111708.63,"ELECTRONIC BANKING PAYMENT TO ","SJ609 SJ6095 JNP DE ZCX8314:23        ",000509,000.00
"0943",020241213,"PAY   ",-0000000119019.85,"ELECTRONIC BANKING PAYMENT TO ","CF709 CF7091 FIBERT NHU2312:36        ",000509,000.00
"0943",020241213,"PAY   ",-0000000119974.79,"ELECTRONIC BANKING PAYMENT TO ","CV703 CV7037 VICTOR NHU2312:36        ",000509,000.00
"0943",020241213,"PAY   ",-0000000120577.79,"ELECTRONIC BANKING PAYMENT TO ","CR703 CR7031 ROCLA  NHU2312:36        ",000509,000.00
"0943",020241213,"PAY   ",-0000000121994.80,"ELECTRONIC BANKING PAYMENT TO ","SM625 SM6253 MALUZA ZCX8314:23        ",000509,000.00
"0943",020241213,"PAY   ",-0000000133212.15,"ELECTRONIC BANKING PAYMENT TO ","SA621 SA6212 APJ ST NHU2312:35        ",000509,000.00
"0943",020241213,"PAY   ",-0000000136711.62,"ELECTRONIC BANKING PAYMENT TO ","SH608 SH6084 HLABO  NHU2312:35        ",000509,000.00
"0943",020241213,"PAY   ",-0000000138110.42,"ELECTRONIC BANKING PAYMENT TO ","CD711 CD7110 DUKATH NHU2312:36        ",000509,000.00
"0943",020241213,"PAY   ",-0000000138371.09,"ELECTRONIC BANKING PAYMENT TO ","SH607 SH6075 HADASO NHU2312:36        ",000509,000.00
"0943",020241213,"PAY   ",-0000000138830.65,"ELECTRONIC BANKING PAYMENT TO ","SN603 SN6039 NC FIR ZCX8314:21        ",000509,000.00
"0943",020241213,"PAY   ",-0000000140562.21,"ELECTRONIC BANKING PAYMENT TO ","SM624 SM6248 MGUZA  NHU2312:36        ",000509,000.00
"0943",020241213,"PAY   ",-0000000144960.81,"ELECTRONIC BANKING PAYMENT TO ","SS624 SS6241 SUPREM ZCX8314:23        ",000509,000.00
"0943",020241213,"PAY   ",-0000000148942.40,"ELECTRONIC BANKING PAYMENT TO ","SW604 SW6042 WANZA  NHU2312:35        ",000509,000.00
"0943",020241213,"PAY   ",-0000000154696.07,"ELECTRONIC BANKING PAYMENT TO ","SR613 SR6131 ROUX P ZCX8314:21        ",000509,000.00
"0943",020241213,"PAY   ",-0000000158585.00,"ELECTRONIC BANKING PAYMENT TO ","CC720 CC7206 CORE A NHU2312:36        ",000509,000.00
"0943",020241213,"PAY   ",-0000000159368.08,"ELECTRONIC BANKING PAYMENT TO ","SC612 SC6121 CUBICL ZCX8314:23        ",000509,000.00
"0943",020241213,"PAY   ",-0000000161552.59,"ELECTRONIC BANKING PAYMENT TO ","SS625 SS6251 SKYCO  NHU2312:35        ",000509,000.00
"0943",020241213,"PAY   ",-0000000164501.66,"ELECTRONIC BANKING PAYMENT TO ","SL610 SL6104 LETLAK NHU2312:36        ",000509,000.00
"0943",020241213,"PAY   ",-0000000164579.28,"ELECTRONIC BANKING PAYMENT TO ","SC612 SC6121 CUBICL ZCX8314:23        ",000509,000.00
"0943",020241213,"PAY   ",-0000000166268.09,"ELECTRONIC BANKING PAYMENT TO ","CR507 CR5074 RAW PR NHU2312:36        ",000509,000.00
"0943",020241213,"PAY   ",-0000000174263.60,"ELECTRONIC BANKING PAYMENT TO ","SB615 SB6152 BRAVOS ZCX8314:23        ",000509,000.00
"0943",020241213,"PAY   ",-0000000176808.88,"ELECTRONIC BANKING PAYMENT TO ","SI607 SI6071 INCRED NHU2312:36        ",000509,000.00
"0943",020241213,"PAY   ",-0000000181760.83,"ELECTRONIC BANKING PAYMENT TO ","SV604 SV6048 VALOTH ZCX8314:21        ",000509,000.00
"0943",020241213,"PAY   ",-0000000184692.76,"ELECTRONIC BANKING PAYMENT TO ","CL712 CL7126 LIGHT  ZCX8314:22        ",000509,000.00
"0943",020241213,"PAY   ",-0000000188743.76,"ELECTRONIC BANKING PAYMENT TO ","SB615 SB6151 BLOEFR ZCX8314:21        ",000509,000.00
"0943",020241213,"PAY   ",-0000000199413.63,"ELECTRONIC BANKING PAYMENT TO ","SI605 SI6059 INTSIK NHU2312:35        ",000509,000.00
"0943",020241213,"PAY   ",-0000000201207.84,"ELECTRONIC BANKING PAYMENT TO ","CC729 CC7299 CHERAN NHU2312:37        ",000509,000.00
"0943",020241213,"PAY   ",-0000000204337.44,"ELECTRONIC BANKING PAYMENT TO ","CC701 CC7017 COASTA NHU2312:37        ",000509,000.00
"0943",020241213,"PAY   ",-0000000207747.50,"ELECTRONIC BANKING PAYMENT TO ","CA724 CA7246 AXIOM  NHU2312:37        ",000509,000.00
"0943",020241213,"PAY   ",-0000000208021.84,"ELECTRONIC BANKING PAYMENT TO ","SG605 SG6057 GMJ CI NHU2312:36        ",000509,000.00
"0943",020241213,"PAY   ",-0000000215550.42,"ELECTRONIC BANKING PAYMENT TO ","CD709 CD7092 DEYZEL NHU2312:36        ",000509,000.00
"0943",020241213,"PAY   ",-0000000218888.75,"ELECTRONIC BANKING PAYMENT TO ","SK608 SK6083 KHEWAN NHU2312:36        ",000509,000.00
"0943",020241213,"PAY   ",-0000000227974.05,"ELECTRONIC BANKING PAYMENT TO ","SM625 SM6253 MALUZA NHU2312:36        ",000509,000.00
"0943",020241213,"PAY   ",-0000000230901.72,"ELECTRONIC BANKING PAYMENT TO ","SM625 SM6253 MALUZA NHU2312:36        ",000509,000.00
"0943",020241213,"PAY   ",-0000000248569.72,"ELECTRONIC BANKING PAYMENT TO ","SK614 SK6146 KIVU C NHU2312:36        ",000509,000.00
"0943",020241213,"PAY   ",-0000000260688.69,"ELECTRONIC BANKING PAYMENT TO ","SN611 SN6113 NENE S ZCX8314:21        ",000509,000.00
"0943",020241213,"PAY   ",-0000000345041.40,"ELECTRONIC BANKING PAYMENT TO ","CA717 CA7178 AVERDA ZCX8314:22        ",000509,000.00
"0943",020241213,"PAY   ",-0000000367789.80,"ELECTRONIC BANKING PAYMENT TO ","SC617 SC6172 CHAUKE ZCX8314:21        ",000509,000.00
"0943",020241213,"PAY   ",-0000000371760.23,"ELECTRONIC BANKING PAYMENT TO ","CK701 CK7014 KAYTEC NHU2312:37        ",000509,000.00
"0943",020241213,"PAY   ",-0000000424560.61,"ELECTRONIC BANKING PAYMENT TO ","CO704 CO7046 OWA CE ZCX8314:22        ",000509,000.00
"0943",020241213,"PAY   ",-0000000434801.08,"ELECTRONIC BANKING PAYMENT TO ","CB722 CB7226 BASTIP ZCX8314:22        ",000509,000.00
"0943",020241213,"PAY   ",-0000000454685.40,"ELECTRONIC BANKING PAYMENT TO ","SE612 SE6123 ENTRAW NHU2312:36        ",000509,000.00
"0943",020241213,"PAY   ",-0000000456234.82,"ELECTRONIC BANKING PAYMENT TO ","CI712 CI7129 IRONMO ZCX8314:22        ",000509,000.00
"0943",020241213,"PAY   ",-0000000466574.58,"ELECTRONIC BANKING PAYMENT TO ","CB719 CB7197 BUCO G NHU2312:37        ",000509,000.00
"0943",020241213,"PAY   ",-0000000572295.98,"ELECTRONIC BANKING PAYMENT TO ","SA614 SA6143 ALUMIN ZCX8314:21        ",000509,000.00
"0943",020241213,"PAY   ",-0000000579173.17,"ELECTRONIC BANKING PAYMENT TO ","SB601 SB6017 BIG AL ZCX8314:21        ",000509,000.00
"0943",020241213,"PAY   ",-0000000584807.72,"ELECTRONIC BANKING PAYMENT TO ","SN603 SN6039 NC FIR ZCX8314:21        ",000509,000.00
"0943",020241213,"PAY   ",-0000000667087.07,"ELECTRONIC BANKING PAYMENT TO ","ST601 ST6014 THIYIS ZCX8314:21        ",000509,000.00
"0943",020241213,"PAY   ",-0000000668418.31,"ELECTRONIC BANKING PAYMENT TO ","CS705 CS7058 STILES NHU2312:37        ",000509,000.00
"0943",020241213,"PAY   ",-0000000699581.90,"ELECTRONIC BANKING PAYMENT TO ","CI701 CI7015 ITAL T ZCX8314:22        ",000509,000.00
"0943",020241213,"PAY   ",-0000000763280.25,"ELECTRONIC BANKING PAYMENT TO ","ST601 ST6014 THIYIS ZCX8314:21        ",000509,000.00
"0943",020241213,"PAY   ",-0000000839473.18,"ELECTRONIC BANKING PAYMENT TO ","STDF  322550 STANDA NHU2312:36        ",000509,000.00
"0943",020241213,"PAY   ",-0000000857151.04,"ELECTRONIC BANKING PAYMENT TO ","CT719 CT7190 TRANSA ZCX8314:22        ",000509,000.00
"0943",020241213,"PAY   ",-0000001053305.10,"ELECTRONIC BANKING PAYMENT TO ","SF604 SF6048 FIRST  NHU2312:36        ",000509,000.00
"0943",020241213,"PAY   ",-0000001142040.69,"ELECTRONIC BANKING PAYMENT TO ","SD610 SD6105 DVF NE NHU2312:36        ",000509,000.00
"0943",020241213,"PAY   ",-0000001169480.67,"ELECTRONIC BANKING PAYMENT TO ","SA614 SA6143 ALUMIN ZCX8314:21        ",000509,000.00
"0943",020241213,"PAY   ",-0000001308547.90,"ELECTRONIC BANKING PAYMENT TO ","CT723 CT7230 TECHNO ZCX8314:22        ",000509,000.00
"0943",020241213,"PAY   ",-0000001458986.98,"ELECTRONIC BANKING PAYMENT TO ","SF604 SF6048 FIRST  NHU2312:36        ",000509,000.00
"0943",020241213,"PAY   ",-0000001845788.21,"ELECTRONIC BANKING PAYMENT TO ","SC612 SC6123 CHARTW NHU2312:36        ",000509,000.00
"0943",020241213,"PAY   ",-0000002265124.13,"ELECTRONIC BANKING PAYMENT TO ","CL700 CL7003 LAFARG ZCX8314:22        ",000509,000.00
"0943",020241213,"PAY   ",-0000002398528.29,"ELECTRONIC BANKING PAYMENT TO ","SD608 SD6089 DRAGER ZCX8314:21        ",000509,000.00
"0943",020241213,"PAY   ",-0000002499098.06,"ELECTRONIC BANKING PAYMENT TO ","SE612 SE6123 ENTRAW NHU2312:36        ",000509,000.00
"0943",020241213,"CLOSE ",+0000120875808.75,"                              ","CLOSE BALANCE                         ",000000,000.00
